x_axis,mean_cumulated_mixed_spectral_ucrl_regret,lower_bound_mixed,upper_bound_mixed,mean_cumulated_seeu_regret,lower_bound_seeu,upper_bound_seeu,mean_cumulated_smucrl_regret,lower_bound_smucrl,upper_bound_smucrl
0.42,0.38176666666662945,0.3999280729568479,0.363605260376411,0.3086933333333215,0.37071988080922913,0.24666678585741392,0.41960666666662155,0.42641568655366974,0.41279764677957337
0.44,0.3962799999999652,0.41756859450845885,0.3749914054914716,0.32949999999998825,0.39129575378275394,0.2677042462172225,0.4385933333333027,0.4456698278145871,0.4315168388520183
0.46,0.4147133333333033,0.4413989722000359,0.3880276944665707,0.3491466666666555,0.4103845069259235,0.2879088264073876,0.45545333333331883,0.463255389469306,0.44765127719733167
0.48,0.43698666666664276,0.4686829439515357,0.40529038938174977,0.3716333333333239,0.4334681915543739,0.3097984751122739,0.4760133333333348,0.48433631699766494,0.46769034966900463
0.5,0.45529999999998133,0.49428196035069893,0.4163180396492638,0.39272666666665806,0.4532509785411801,0.332202354792136,0.4939733333333498,0.5012550148374362,0.48669165182926344
0.52,0.47599999999998666,0.5217311555290092,0.4302688444709641,0.40802666666666243,0.46881878428258134,0.3472345490507435,0.5129800000000314,0.5199056505415123,0.5060543494585505
0.54,0.49159333333332517,0.5423037525372717,0.4408829141293786,0.4245066666666676,0.48701171725086406,0.36200161608247106,0.5307866666667109,0.5380976137429431,0.5234757195904788
0.56,0.504486666666663,0.5593024242183154,0.44967090911501045,0.4408533333333392,0.5047925944151288,0.3769140722515496,0.5517266666667245,0.558763080794465,0.544690252538984
0.58,0.5177266666666711,0.5757610238087447,0.4596923095245975,0.4556733333333441,0.5215506166255478,0.38979605004114043,0.5691333333334053,0.576474065037002,0.5617926016298086
0.6,0.5303400000000125,0.5928803236966871,0.46779967630333774,0.47214000000001644,0.5399071441083076,0.4043728558917252,0.5874533333334201,0.5947217812747375,0.5801848853921028
0.62,0.5414066666666857,0.6054478467858857,0.4773654865474857,0.489946666666688,0.5598779496915846,0.4200153836417914,0.6078066666667667,0.6159260365093493,0.5996872968241843
0.64,0.5536800000000227,0.621118509355271,0.48624149064477434,0.5047200000000326,0.576894376277994,0.4325456237220713,0.6280133333334468,0.635513745775191,0.6205129208917024
0.66,0.5652600000000271,0.6368754025874299,0.4936445974126242,0.5209800000000476,0.5952316991767748,0.44672830082332055,0.6497333333334607,0.6562751867706905,0.6431914798962309
0.68,0.5733333333333649,0.6493589734939759,0.4973076931727539,0.5363133333333965,0.6131209936078746,0.4595056730589182,0.6694933333334746,0.676945871508564,0.6620407951583851
0.7,0.5844466666667024,0.6643958386449516,0.5044974946884532,0.5516333333334115,0.6301452518599635,0.4731214148068595,0.688980000000154,0.6970402718506887,0.6809197281496193
0.72,0.5952266666667062,0.6772690076211204,0.513184325712292,0.5674800000000935,0.6480601472531882,0.4868998527469988,0.707540000000165,0.7144316385190731,0.700648361481257
0.74,0.6032733333333733,0.6888906426536758,0.5176560240130708,0.5820200000001089,0.6639597016810012,0.5000802983192165,0.7238133333335091,0.7326910030897351,0.714935663577283
0.76,0.6096600000000391,0.6951227638061429,0.5241972361939352,0.5971733333334573,0.6806650401737806,0.513681626493134,0.7407666666668534,0.7526777261601476,0.7288556071735592
0.78,0.6144066666667062,0.6976142326155271,0.5311991007178852,0.6113600000001257,0.697412395586976,0.5253076044132755,0.7575800000001987,0.7724781674277252,0.7426818325726721
0.8,0.6194666666667077,0.699639786465979,0.5392935468674364,0.6253800000001285,0.7131540693535898,0.5376059306466672,0.7717866666668747,0.7897866981644516,0.7537866351692978
0.82,0.6239266666667082,0.7009974890205051,0.5468558443129113,0.6416800000001313,0.7310298595727827,0.5523301404274799,0.7873600000002136,0.8088352761551856,0.7658847238452415
0.84,0.6295866666667079,0.7054578515230284,0.5537154818103875,0.6593333333334666,0.7515590567712565,0.5671076098956767,0.8022066666668763,0.8290610795044502,0.7753522538293026
