x_axis,mean_cumulated_mixed_spectral_ucrl_regret,lower_bound_mixed,upper_bound_mixed,mean_cumulated_seeu_regret,lower_bound_seeu,upper_bound_seeu,mean_cumulated_smucrl_regret,lower_bound_smucrl,upper_bound_smucrl
0.0,1.3333333333333337e-05,2.7519745844504334e-05,-8.530791778376623e-07,0.0,0.0,0.0,6.666666666666667e-06,1.3759872922252165e-05,-4.2653958891883116e-07
0.1,0.031166666666666606,0.03441865226410477,0.027914681069228446,0.03107333333333334,0.03283704733707034,0.029309619329596342,0.030826666666666648,0.03385811829922089,0.02779521503411241
0.2,0.06577333333333328,0.06990942989022314,0.06163723677644341,0.043599999999999854,0.05189633029492114,0.03530366970507856,0.0641600000000001,0.06760258811087273,0.06071741188912748
0.3,0.09788666666666657,0.10066982604462721,0.09510350728870592,0.05257333333333279,0.06825374937887309,0.03689291728779249,0.09663999999999989,0.09902753571521315,0.09425246428478665
0.4,0.09625999999999943,0.10042308970844115,0.0920969102915577,0.06624666666666623,0.09034390913413337,0.04214942419919909,0.13552666666666613,0.14446622722207358,0.1265871061112587
0.5,0.10164666666666551,0.10764108277272878,0.09565225056060223,0.09917333333333324,0.12220932032658068,0.07613734634008582,0.17393333333333183,0.19178828753361357,0.1560783791330501
0.6,0.11613333333333176,0.12732861179723154,0.10493805486943197,0.12598000000000026,0.15296351968132896,0.09899648031867153,0.2117133333333313,0.2384378706543108,0.18498879601235188
0.7,0.1356533333333318,0.15389743557674035,0.11740923108992322,0.15226666666666672,0.18859944423868488,0.11593388909464854,0.24711999999999848,0.27551607810699413,0.21872392189300285
0.8,0.1472933333333323,0.17123381708774138,0.1233528495789232,0.17786666666666606,0.2241341618334166,0.13159917149991548,0.28440666666666636,0.3173632773369675,0.2514500559963652
0.9,0.15275999999999898,0.17933893431562453,0.1261810656843734,0.20435333333333172,0.2621357824602564,0.14657088420640707,0.3177466666666686,0.3535214980094373,0.28197183532389997
1.0,0.15486666666666563,0.1838128325184818,0.12592050081484946,0.23869999999999708,0.3002147194136374,0.17718528058635677,0.35533333333333506,0.3938118230976452,0.3168548435690249
1.1,0.15477999999999967,0.1877243592278838,0.12183564077211556,0.2541866666666642,0.3168768097941922,0.19149652353913615,0.38637333333333507,0.42785118276238754,0.3448954839042826
1.2,0.16059333333333378,0.19620090622010483,0.1249857604465627,0.2658933333333317,0.3301777377523924,0.201608928914271,0.4250733333333345,0.4732467346062537,0.3768999320604154
1.3,0.1579400000000011,0.19130027807683617,0.12457972192316603,0.27430666666666403,0.34178421456008795,0.2068291187732401,0.46362666666667035,0.5173555308657568,0.4098978024675839
1.4,0.15973333333333506,0.19263470050786213,0.12683196615880798,0.28479999999999644,0.3564215203282353,0.21317847967175757,0.4979066666666732,0.555615184777004,0.44019814855634243
1.5,0.1612800000000024,0.19245820927679583,0.130101790723209,0.29630666666666383,0.3737703438043923,0.2188429895289354,0.5379266666666763,0.6017672917122397,0.4740860416211128
1.6,0.1610000000000033,0.1930774852557165,0.1289225147442901,0.31872666666666316,0.3973506005310468,0.24010273280227948,0.5757533333333451,0.6437080582645222,0.5077986084021681
1.7,0.16050000000000428,0.19190257021392507,0.1290974297860835,0.341119999999996,0.419337747849231,0.26290225215076096,0.6139733333333462,0.6880932925814292,0.5398533740852633
1.8,0.16283333333333855,0.19579928508234942,0.12986738158432767,0.362566666666661,0.4397059190055446,0.28542741432777724,0.6551266666666792,0.7339765324901267,0.5762768008432316
1.9,0.17166666666667246,0.20551668694325131,0.13781664639009367,0.38204666666666054,0.45707981279312443,0.30701352054019665,0.6948200000000082,0.7801533478938146,0.6094866521062018
2.0,0.17744666666667303,0.2137588959813065,0.1411344373520395,0.4010199999999929,0.4728908746479601,0.3291491253520256,0.7307666666666742,0.8226798526704157,0.6388534806629328
2.1,0.18099333333333975,0.2181710282319019,0.1438156384347776,0.41889999999998934,0.48982088898927084,0.34797911101070783,0.7692266666666672,0.8665378578838063,0.6719154754495282
2.2,0.18792000000000578,0.2265512654524799,0.14928873454753167,0.43729333333332004,0.5078828004810871,0.366703866185553,0.8155333333333314,0.9151720840959131,0.7158945825707497
2.3,0.19528666666667235,0.2360078729495365,0.1545654603838082,0.46264666666665455,0.531643404183009,0.3936499291503,0.8645066666666608,0.9645769246718988,0.7644364086614226
2.4,0.20429333333333918,0.2460429375784367,0.16254372908824166,0.4982399999999894,0.5666788046922767,0.42980119530770217,0.929053333333328,1.0234792039807046,0.8346274626859514
2.5,0.21228666666667123,0.25612434354968944,0.16844898978365297,0.5367799999999912,0.6035270686036549,0.47003293139632735,0.9860533333333212,1.0718878626179877,0.9002188040486547
2.6,0.2217933333333372,0.2688167896695849,0.1747698769970895,0.5748933333333255,0.6418876454234191,0.5078990212432319,1.0383599999999777,1.113647809117999,0.9630721908819565
2.7,0.23349333333333683,0.2844183485345382,0.18256831813213545,0.6126866666666592,0.6837797940880029,0.5415935392453153,1.0914533333332987,1.1542298673614997,1.0286767993050976
2.8,0.24370000000000364,0.2975689169805263,0.189831083019481,0.6491466666666622,0.7234060114134707,0.5748873219198536,1.141873333333288,1.1945160934084018,1.0892305732581742
2.9,0.25574000000000435,0.3143764641278877,0.19710353587212104,0.6869199999999966,0.7651367845762622,0.6087032154237311,1.1949933333332745,1.2376976609827905,1.1522890056837585
3.0,0.27127333333333764,0.33651189081748434,0.20603477584919092,0.7227466666666547,0.8057507093482411,0.6397426239850681,1.2458733333332652,1.282208863780365,1.2095378028861656
3.1,0.28811333333333755,0.3593387491253184,0.21688791754135672,0.757426666666658,0.8402639975599473,0.6745893357733688,1.2981933333332523,1.3334148495201825,1.262971817146322
